Date;Open;High;Low;Close;Adj Close;Volume;Average
22-12-1993;10.030.000;10.030.000;9.280.000;9.310.000;9.310.000;0;9670000
23-12-1993;9.500.000;9.550.000;9.170.000;9.480.000;9.480.000;0;9490000
27-12-1993;9.500.000;9.790.000;8.890.000;9.700.000;9.700.000;0;9600000
28-12-1993;9.810.000;9.960.000;9.700.000;9.820.000;9.820.000;0;9815000
29-12-1993;10.110.000;10.840.000;10.030.000;10.460.000;10.460.000;0;10285000
30-12-1993;10.320.000;11.090.000;10.200.000;10.690.000;10.690.000;0;10505000
31-12-1993;10.590.000;11.660.000;10.520.000;11.660.000;11.660.000;0;11125000
03-01-1994;11.280.000;13.420.000;11.280.000;12.570.000;12.570.000;0;11925000
04-01-1994;12.870.000;12.870.000;11.810.000;11.910.000;11.910.000;0;12390000
05-01-1994;11.470.000;11.470.000;10.370.000;10.940.000;10.940.000;0;11205000
06-01-1994;11.470.000;11.740.000;10.340.000;11.270.000;11.270.000;0;11370000
07-01-1994;11.470.000;12.140.000;10.000.000;10.960.000;10.960.000;0;11215000
10-01-1994;10.640.000;11.300.000;10.280.000;10.740.000;10.740.000;0;10690000
11-01-1994;12.040.000;12.080.000;11.260.000;11.290.000;11.290.000;0;11665000
12-01-1994;12.210.000;12.410.000;11.560.000;11.650.000;11.650.000;0;11930000
13-01-1994;12.750.000;12.840.000;12.050.000;12.080.000;12.080.000;0;12415000
14-01-1994;11.140.000;11.220.000;11.000.000;11.150.000;11.150.000;0;11145000
17-01-1994;11.990.000;12.070.000;11.720.000;11.880.000;11.880.000;0;11935000
18-01-1994;11.700.000;11.720.000;11.310.000;11.630.000;11.630.000;0;11665000
19-01-1994;11.740.000;12.150.000;11.620.000;11.760.000;11.760.000;0;11750000
20-01-1994;11.810.000;11.830.000;11.160.000;11.160.000;11.160.000;0;11485000
21-01-1994;10.900.000;11.210.000;10.900.000;11.090.000;11.090.000;0;10995000
24-01-1994;11.590.000;11.930.000;11.230.000;11.600.000;11.600.000;0;11595000
25-01-1994;10.940.000;11.960.000;10.940.000;11.380.000;11.380.000;0;11160000
26-01-1994;11.760.000;11.870.000;11.070.000;11.170.000;11.170.000;0;11465000
27-01-1994;10.690.000;11.280.000;10.210.000;10.300.000;10.300.000;0;10495000
28-01-1994;9.860.000;10.310.000;9.590.000;9.940.000;9.940.000;0;9900000
31-01-1994;10.010.000;11.200.000;10.010.000;10.630.000;10.630.000;0;10320000
01-02-1994;10.810.000;11.210.000;10.510.000;10.650.000;10.650.000;0;10730000
02-02-1994;10.540.000;10.860.000;10.370.000;10.610.000;10.610.000;0;10575000
03-02-1994;10.630.000;11.260.000;10.630.000;10.750.000;10.750.000;0;10690000
04-02-1994;10.710.000;15.630.000;10.210.000;15.250.000;15.250.000;0;12980000
07-02-1994;15.250.000;15.370.000;13.860.000;13.960.000;13.960.000;0;14605000
08-02-1994;12.490.000;14.440.000;12.490.000;13.660.000;13.660.000;0;13075000
09-02-1994;12.910.000;13.890.000;12.750.000;13.300.000;13.300.000;0;13105000
10-02-1994;12.690.000;14.960.000;12.690.000;14.240.000;14.240.000;0;13465000
11-02-1994;15.180.000;15.180.000;14.200.000;14.460.000;14.460.000;0;14820000
14-02-1994;14.250.000;14.620.000;13.880.000;14.280.000;14.280.000;0;14265000
15-02-1994;14.150.000;14.150.000;13.400.000;13.400.000;13.400.000;0;13775000
16-02-1994;13.120.000;13.390.000;12.980.000;13.130.000;13.130.000;0;13125000
17-02-1994;12.750.000;14.330.000;12.590.000;13.790.000;13.790.000;0;13270000
18-02-1994;13.970.000;15.400.000;13.800.000;14.700.000;14.700.000;0;14335000
22-02-1994;14.950.000;15.170.000;13.520.000;13.520.000;13.520.000;0;14235000
23-02-1994;13.520.000;14.140.000;11.810.000;13.910.000;13.910.000;0;13715000
24-02-1994;15.540.000;16.309.999;14.780.000;15.960.000;15.960.000;0;15750000
25-02-1994;15.010.000;15.190.000;14.580.000;14.800.000;14.800.000;0;14905000
28-02-1994;15.010.000;15.210.000;13.860.000;14.870.000;14.870.000;0;14940000
01-03-1994;12.580.000;17.040.001;12.540.000;15.830.000;15.830.000;0;14205000
02-03-1994;17.820.000;17.940.001;16.080.000;16.080.000;16.080.000;0;16950000
03-03-1994;15.990.000;16.670.000;15.820.000;16.360.001;16.360.001;0;16175000,5
04-03-1994;15.650.000;16.629.999;15.630.000;16.000.000;16.000.000;0;15825000
07-03-1994;12.200.000;14.960.000;12.200.000;14.260.000;14.260.000;0;13230000
08-03-1994;16.070.000;16.389.999;16.070.000;16.230.000;16.230.000;0;16150000
09-03-1994;14.680.000;15.000.000;14.350.000;14.410.000;14.410.000;0;14545000
10-03-1994;16.080.000;16.930.000;16.080.000;16.549.999;16.549.999;0;16314999,5
11-03-1994;14.770.000;16.139.999;13.890.000;14.870.000;14.870.000;0;14820000
14-03-1994;16.520.000;17.480.000;16.520.000;16.610.001;16.610.001;0;16565000,5
15-03-1994;14.490.000;15.180.000;13.780.000;14.780.000;14.780.000;0;14635000
16-03-1994;15.350.000;15.890.000;14.490.000;14.510.000;14.510.000;0;14930000
17-03-1994;13.230.000;13.330.000;12.760.000;12.760.000;12.760.000;0;12995000
18-03-1994;13.740.000;13.740.000;13.200.000;13.320.000;13.320.000;0;13530000
21-03-1994;14.500.000;15.070.000;14.300.000;14.340.000;14.340.000;0;14420000
22-03-1994;13.940.000;13.970.000;12.750.000;13.390.000;13.390.000;0;13665000
23-03-1994;11.880.000;12.760.000;11.580.000;12.310.000;12.310.000;0;12095000
24-03-1994;12.220.000;14.140.000;12.220.000;13.430.000;13.430.000;0;12825000
25-03-1994;13.400.000;13.830.000;12.880.000;13.670.000;13.670.000;0;13535000
28-03-1994;15.690.000;16.240.000;14.900.000;14.900.000;14.900.000;0;15295000
29-03-1994;13.660.000;16.959.999;13.650.000;16.490.000;16.490.000;0;15075000
30-03-1994;17.110.001;18.840.000;17.110.001;18.590.000;18.590.000;0;17850000,5
31-03-1994;18.500.000;21.940.001;18.420.000;20.450.001;20.450.001;0;19475000,5
04-04-1994;23.610.001;28.299.999;23.610.001;23.870.001;23.870.001;0;23740001
05-04-1994;21.629.999;21.629.999;18.129.999;18.129.999;18.129.999;0;19879999
06-04-1994;16.840.000;18.340.000;16.799.999;17.379.999;17.379.999;0;17109999,5
07-04-1994;17.920.000;18.240.000;16.879.999;16.980.000;16.980.000;0;17450000
08-04-1994;16.500.000;17.580.000;16.420.000;16.920.000;16.920.000;0;16710000
11-04-1994;16.500.000;17.660.000;16.430.000;16.610.001;16.610.001;0;16555000,5
12-04-1994;16.500.000;17.450.001;16.240.000;16.420.000;16.420.000;0;16460000
13-04-1994;15.970.000;17.959.999;14.720.000;17.020.000;17.020.000;0;16495000
14-04-1994;17.129.999;17.260.000;16.150.000;16.270.000;16.270.000;0;16699999,5
15-04-1994;15.540.000;16.660.000;15.500.000;15.980.000;15.980.000;0;15760000
18-04-1994;16.080.000;17.879.999;15.980.000;17.219.999;17.219.999;0;16649999,5
19-04-1994;16.690.001;17.760.000;16.670.000;16.930.000;16.930.000;0;16810000,5
20-04-1994;16.799.999;18.139.999;16.480.000;17.010.000;17.010.000;0;16904999,5
21-04-1994;16.430.000;16.559.999;14.870.000;14.930.000;14.930.000;0;15680000
22-04-1994;14.160.000;15.400.000;14.070.000;14.940.000;14.940.000;0;14550000
25-04-1994;15.190.000;15.310.000;14.070.000;14.260.000;14.260.000;0;14725000
26-04-1994;14.190.000;14.800.000;13.780.000;13.800.000;13.800.000;0;13995000
28-04-1994;13.230.000;14.880.000;13.210.000;14.510.000;14.510.000;0;13870000
29-04-1994;13.050.000;14.340.000;13.050.000;13.770.000;13.770.000;0;13410000
02-05-1994;14.420.000;14.780.000;13.990.000;14.110.000;14.110.000;0;14265000
03-05-1994;13.030.000;14.450.000;13.030.000;13.810.000;13.810.000;0;13420000
04-05-1994;13.770.000;14.800.000;13.710.000;14.290.000;14.290.000;0;14030000
05-05-1994;13.620.000;15.340.000;13.620.000;14.560.000;14.560.000;0;14090000
06-05-1994;15.110.000;15.540.000;14.790.000;15.080.000;15.080.000;0;15095000
09-05-1994;16.400.000;16.650.000;15.860.000;16.160.000;16.160.000;0;16280000
10-05-1994;15.870.000;16.070.000;15.100.000;15.190.000;15.190.000;0;15530000
11-05-1994;14.930.000;16.280.001;14.750.000;15.550.000;15.550.000;0;15240000
12-05-1994;15.010.000;16.160.000;14.760.000;15.460.000;15.460.000;0;15235000
13-05-1994;15.550.000;16.110.001;14.480.000;14.540.000;14.540.000;0;15045000
16-05-1994;14.850.000;15.000.000;14.150.000;14.670.000;14.670.000;0;14760000
17-05-1994;14.670.000;15.220.000;14.080.000;14.080.000;14.080.000;0;14375000
18-05-1994;13.100.000;13.820.000;12.530.000;12.550.000;12.550.000;0;12825000
19-05-1994;12.090.000;12.460.000;11.440.000;12.330.000;12.330.000;0;12210000
20-05-1994;11.890.000;13.030.000;11.800.000;12.790.000;12.790.000;0;12340000
23-05-1994;13.260.000;13.940.000;13.240.000;13.490.000;13.490.000;0;13375000
24-05-1994;12.590.000;13.170.000;12.420.000;12.730.000;12.730.000;0;12660000
25-05-1994;13.010.000;13.470.000;12.390.000;12.430.000;12.430.000;0;12720000
26-05-1994;12.460.000;12.660.000;12.260.000;12.500.000;12.500.000;0;12480000
27-05-1994;12.840.000;13.010.000;12.420.000;12.490.000;12.490.000;0;12665000
31-05-1994;13.390.000;13.460.000;12.770.000;13.030.000;13.030.000;0;13210000
01-06-1994;13.160.000;13.470.000;12.540.000;12.720.000;12.720.000;0;12940000
02-06-1994;12.770.000;13.060.000;12.450.000;12.730.000;12.730.000;0;12750000
03-06-1994;13.280.000;13.360.000;12.100.000;12.190.000;12.190.000;0;12735000
06-06-1994;11.780.000;13.030.000;11.760.000;13.030.000;13.030.000;0;12405000
07-06-1994;13.350.000;14.120.000;13.040.000;13.050.000;13.050.000;0;13200000
08-06-1994;12.810.000;13.720.000;12.690.000;13.320.000;13.320.000;0;13065000
09-06-1994;13.270.000;13.280.000;13.100.000;13.210.000;13.210.000;0;13240000
10-06-1994;13.040.000;13.040.000;12.450.000;12.690.000;12.690.000;0;12865000
13-06-1994;12.340.000;12.610.000;11.660.000;11.920.000;11.920.000;0;12130000
14-06-1994;11.620.000;11.930.000;11.380.000;11.600.000;11.600.000;0;11610000
15-06-1994;11.360.000;12.390.000;11.210.000;11.520.000;11.520.000;0;11440000
16-06-1994;11.360.000;11.890.000;11.200.000;11.220.000;11.220.000;0;11290000
17-06-1994;10.520.000;12.330.000;10.480.000;12.310.000;12.310.000;0;11415000
20-06-1994;13.770.000;14.210.000;13.380.000;13.960.000;13.960.000;0;13865000
21-06-1994;13.700.000;14.990.000;13.600.000;14.700.000;14.700.000;0;14200000
22-06-1994;14.750.000;14.760.000;14.020.000;14.020.000;14.020.000;0;14385000
23-06-1994;13.310.000;14.280.000;13.290.000;14.120.000;14.120.000;0;13715000
24-06-1994;15.350.000;17.270.000;15.310.000;16.719.999;16.719.999;0;16034999,5
27-06-1994;17.360.001;17.709.999;15.510.000;15.530.000;15.530.000;0;16445000,5
28-06-1994;13.390.000;15.750.000;13.390.000;15.040.000;15.040.000;0;14215000
29-06-1994;14.630.000;14.750.000;14.260.000;14.420.000;14.420.000;0;14525000
30-06-1994;13.920.000;15.430.000;13.860.000;14.970.000;14.970.000;0;14445000
01-07-1994;14.890.000;15.260.000;14.360.000;14.360.000;14.360.000;0;14625000
05-07-1994;14.840.000;15.480.000;14.600.000;14.920.000;14.920.000;0;14880000
06-07-1994;15.120.000;15.630.000;14.440.000;14.700.000;14.700.000;0;14910000
07-07-1994;13.240.000;14.640.000;13.240.000;14.010.000;14.010.000;0;13625000
08-07-1994;14.880.000;14.880.000;12.850.000;13.260.000;13.260.000;0;14070000
11-07-1994;13.300.000;14.610.000;13.030.000;13.830.000;13.830.000;0;13565000
12-07-1994;13.900.000;14.160.000;13.040.000;13.400.000;13.400.000;0;13650000
13-07-1994;12.940.000;12.980.000;12.170.000;12.420.000;12.420.000;0;12680000
14-07-1994;12.690.000;12.880.000;11.390.000;11.640.000;11.640.000;0;12165000
15-07-1994;11.130.000;11.540.000;11.000.000;11.280.000;11.280.000;0;11205000
18-07-1994;11.490.000;11.680.000;11.160.000;11.440.000;11.440.000;0;11465000
19-07-1994;11.490.000;11.910.000;11.000.000;11.650.000;11.650.000;0;11570000
20-07-1994;11.510.000;12.130.000;11.500.000;11.700.000;11.700.000;0;11605000
21-07-1994;12.490.000;12.560.000;11.620.000;11.650.000;11.650.000;0;12070000
22-07-1994;10.960.000;11.890.000;10.960.000;11.220.000;11.220.000;0;11090000
25-07-1994;11.870.000;12.380.000;11.440.000;11.460.000;11.460.000;0;11665000
26-07-1994;11.780.000;12.020.000;11.650.000;11.660.000;11.660.000;0;11720000
27-07-1994;11.930.000;12.260.000;11.860.000;11.930.000;11.930.000;0;11930000
28-07-1994;11.990.000;12.150.000;11.690.000;12.030.000;12.030.000;0;12010000
29-07-1994;11.230.000;11.740.000;11.050.000;11.130.000;11.130.000;0;11180000
01-08-1994;11.710.000;11.760.000;11.130.000;11.170.000;11.170.000;0;11440000
02-08-1994;10.910.000;11.430.000;10.750.000;11.270.000;11.270.000;0;11090000
03-08-1994;11.420.000;11.610.000;11.150.000;11.350.000;11.350.000;0;11385000
04-08-1994;11.500.000;12.300.000;11.460.000;12.180.000;12.180.000;0;11840000
05-08-1994;12.850.000;12.980.000;12.330.000;12.340.000;12.340.000;0;12595000
08-08-1994;11.710.000;12.700.000;11.690.000;12.410.000;12.410.000;0;12060000
09-08-1994;11.120.000;13.320.000;11.120.000;12.540.000;12.540.000;0;11830000
10-08-1994;12.610.000;12.630.000;11.660.000;11.910.000;11.910.000;0;12260000
11-08-1994;11.550.000;12.890.000;11.270.000;12.130.000;12.130.000;0;11840000
12-08-1994;11.980.000;12.130.000;11.030.000;11.090.000;11.090.000;0;11535000
15-08-1994;11.920.000;12.730.000;11.650.000;12.060.000;12.060.000;0;11990000
16-08-1994;11.720.000;12.790.000;11.170.000;11.390.000;11.390.000;0;11555000
17-08-1994;11.170.000;11.620.000;11.160.000;11.540.000;11.540.000;0;11355000
18-08-1994;11.760.000;12.600.000;11.650.000;12.070.000;12.070.000;0;11915000
19-08-1994;12.710.000;13.340.000;12.440.000;12.830.000;12.830.000;0;12770000
22-08-1994;12.870.000;13.230.000;12.550.000;12.620.000;12.620.000;0;12745000
23-08-1994;11.780.000;11.850.000;11.140.000;11.750.000;11.750.000;0;11765000
24-08-1994;12.030.000;12.050.000;11.560.000;11.570.000;11.570.000;0;11800000
25-08-1994;11.620.000;12.270.000;11.520.000;12.020.000;12.020.000;0;11820000
26-08-1994;11.160.000;12.840.000;11.020.000;12.190.000;12.190.000;0;11675000
29-08-1994;12.810.000;12.810.000;11.660.000;11.820.000;11.820.000;0;12315000
30-08-1994;11.730.000;11.810.000;11.220.000;11.230.000;11.230.000;0;11480000
31-08-1994;11.180.000;12.430.000;11.180.000;11.970.000;11.970.000;0;11575000
01-09-1994;12.170.000;12.660.000;11.860.000;11.860.000;11.860.000;0;12015000
02-09-1994;11.210.000;11.730.000;11.170.000;11.400.000;11.400.000;0;11305000
06-09-1994;11.500.000;12.240.000;11.480.000;11.690.000;11.690.000;0;11595000
07-09-1994;11.830.000;12.490.000;11.600.000;11.810.000;11.810.000;0;11820000
08-09-1994;12.010.000;12.030.000;11.400.000;11.860.000;11.860.000;0;11935000
09-09-1994;11.620.000;13.560.000;11.620.000;13.120.000;13.120.000;0;12370000
12-09-1994;13.470.000;14.910.000;13.440.000;14.010.000;14.010.000;0;13740000
13-09-1994;12.960.000;14.590.000;12.960.000;13.770.000;13.770.000;0;13365000
14-09-1994;13.950.000;14.380.000;12.920.000;13.090.000;13.090.000;0;13520000
15-09-1994;11.870.000;13.000.000;11.430.000;11.880.000;11.880.000;0;11875000
16-09-1994;12.060.000;13.120.000;11.750.000;12.800.000;12.800.000;0;12430000
19-09-1994;12.890.000;13.260.000;12.710.000;13.060.000;13.060.000;0;12975000
20-09-1994;13.350.000;14.450.000;13.350.000;14.450.000;14.450.000;0;13900000
21-09-1994;13.650.000;16.080.000;13.630.000;14.490.000;14.490.000;0;14070000
22-09-1994;13.560.000;13.940.000;13.430.000;13.890.000;13.890.000;0;13725000
23-09-1994;13.790.000;14.870.000;13.790.000;14.530.000;14.530.000;0;14160000
26-09-1994;14.940.000;15.010.000;14.520.000;14.560.000;14.560.000;0;14750000
27-09-1994;14.900.000;15.130.000;14.130.000;14.130.000;14.130.000;0;14515000
28-09-1994;13.620.000;13.820.000;12.970.000;13.250.000;13.250.000;0;13435000
29-09-1994;13.550.000;14.400.000;13.230.000;13.970.000;13.970.000;0;13760000
30-09-1994;13.330.000;14.560.000;12.850.000;14.280.000;14.280.000;0;13805000
03-10-1994;15.690.000;16.400.000;15.420.000;15.440.000;15.440.000;0;15565000
04-10-1994;14.080.000;16.969.999;14.080.000;16.660.000;16.660.000;0;15370000
05-10-1994;16.260.000;16.719.999;15.000.000;15.920.000;15.920.000;0;16090000
06-10-1994;15.650.000;16.370.001;15.300.000;16.240.000;16.240.000;0;15945000
07-10-1994;15.310.000;15.730.000;14.850.000;14.920.000;14.920.000;0;15115000
10-10-1994;14.260.000;15.620.000;14.260.000;14.720.000;14.720.000;0;14490000
11-10-1994;13.930.000;14.160.000;13.400.000;13.550.000;13.550.000;0;13740000
12-10-1994;13.660.000;15.210.000;13.590.000;14.510.000;14.510.000;0;14085000
13-10-1994;12.750.000;14.970.000;12.750.000;14.900.000;14.900.000;0;13825000
14-10-1994;14.330.000;14.330.000;13.180.000;13.320.000;13.320.000;0;13825000
17-10-1994;14.250.000;15.310.000;14.130.000;14.760.000;14.760.000;0;14505000
18-10-1994;14.400.000;15.600.000;14.380.000;14.590.000;14.590.000;0;14495000
19-10-1994;13.910.000;15.330.000;13.870.000;15.130.000;15.130.000;0;14520000
20-10-1994;15.500.000;16.450.001;15.500.000;15.990.000;15.990.000;0;15745000
21-10-1994;16.139.999;16.459.999;15.810.000;15.910.000;15.910.000;0;16024999,5
24-10-1994;15.970.000;17.219.999;15.870.000;16.969.999;16.969.999;0;16469999,5
25-10-1994;17.180.000;17.180.000;16.110.001;16.129.999;16.129.999;0;16654999,5
26-10-1994;15.700.000;16.030.001;15.530.000;15.700.000;15.700.000;0;15700000
27-10-1994;15.200.000;15.900.000;15.200.000;15.670.000;15.670.000;0;15435000
28-10-1994;15.110.000;15.220.000;14.560.000;14.560.000;14.560.000;0;14835000
31-10-1994;14.730.000;15.170.000;14.200.000;14.560.000;14.560.000;0;14645000
01-11-1994;14.610.000;15.180.000;14.610.000;14.840.000;14.840.000;0;14725000
02-11-1994;15.280.000;15.470.000;14.410.000;15.340.000;15.340.000;0;15310000
03-11-1994;14.320.000;16.430.000;14.320.000;15.580.000;15.580.000;0;14950000
04-11-1994;14.990.000;16.870.001;14.870.000;16.750.000;16.750.000;0;15870000
07-11-1994;16.879.999;17.870.001;16.820.000;17.370.001;17.370.001;0;17125000
08-11-1994;15.570.000;16.920.000;15.540.000;16.299.999;16.299.999;0;15934999,5
09-11-1994;15.950.000;17.330.000;15.830.000;16.420.000;16.420.000;0;16185000
10-11-1994;16.110.001;16.740.000;15.670.000;16.000.000;16.000.000;0;16055000,5
11-11-1994;15.070.000;16.910.000;14.990.000;16.500.000;16.500.000;0;15785000
14-11-1994;16.959.999;16.990.000;16.680.000;16.680.000;16.680.000;0;16819999,5
15-11-1994;14.750.000;17.010.000;14.750.000;16.660.000;16.660.000;0;15705000
16-11-1994;15.730.000;16.030.001;15.560.000;15.560.000;15.560.000;0;15645000
17-11-1994;15.020.000;16.139.999;14.990.000;15.910.000;15.910.000;0;15465000
18-11-1994;15.770.000;16.270.000;15.610.000;16.000.000;16.000.000;0;15885000
21-11-1994;15.470.000;16.379.999;15.280.000;16.129.999;16.129.999;0;15799999,5
22-11-1994;16.570.000;17.389.999;16.020.000;17.240.000;17.240.000;0;16905000
23-11-1994;18.270.000;19.570.000;18.270.000;18.410.000;18.410.000;0;18340000
25-11-1994;17.639.999;18.510.000;17.230.000;17.440.001;17.440.001;0;17540000
28-11-1994;17.090.000;17.620.001;16.830.000;16.830.000;16.830.000;0;16960000
29-11-1994;16.010.000;16.760.000;15.650.000;16.150.000;16.150.000;0;16080000
30-11-1994;15.990.000;16.870.001;15.530.000;15.950.000;15.950.000;0;15970000
01-12-1994;15.490.000;17.040.001;15.420.000;16.690.001;16.690.001;0;16090000,5
02-12-1994;16.110.001;17.139.999;16.100.000;16.549.999;16.549.999;0;16330000
05-12-1994;15.880.000;17.030.001;15.690.000;16.100.000;16.100.000;0;15990000
06-12-1994;15.800.000;16.860.001;15.660.000;16.049.999;16.049.999;0;15924999,5
07-12-1994;16.610.001;17.639.999;16.170.000;16.280.001;16.280.001;0;16445001
08-12-1994;16.129.999;18.160.000;16.120.001;18.150.000;18.150.000;0;17139999,5
09-12-1994;17.000.000;17.219.999;16.010.000;16.040.001;16.040.001;0;16520000,5
12-12-1994;17.440.001;17.440.001;15.460.000;15.460.000;15.460.000;0;16450000,5
13-12-1994;15.040.000;15.170.000;14.330.000;14.480.000;14.480.000;0;14760000
14-12-1994;15.090.000;15.110.000;12.660.000;13.030.000;13.030.000;0;14060000
15-12-1994;13.790.000;13.790.000;12.670.000;12.870.000;12.870.000;0;13330000
16-12-1994;12.870.000;13.130.000;11.870.000;12.790.000;12.790.000;0;12830000
19-12-1994;13.020.000;13.670.000;13.020.000;13.020.000;13.020.000;0;13020000
20-12-1994;12.940.000;13.480.000;12.780.000;12.980.000;12.980.000;0;12960000
21-12-1994;12.900.000;12.940.000;11.910.000;12.050.000;12.050.000;0;12475000
22-12-1994;12.170.000;12.590.000;12.120.000;12.420.000;12.420.000;0;12295000
23-12-1994;11.960.000;12.040.000;11.740.000;11.820.000;11.820.000;0;11890000
27-12-1994;11.830.000;12.370.000;11.610.000;12.070.000;12.070.000;0;11950000
28-12-1994;11.400.000;13.210.000;11.360.000;12.810.000;12.810.000;0;12105000
29-12-1994;12.870.000;12.870.000;12.340.000;12.860.000;12.860.000;0;12865000
30-12-1994;12.480.000;13.480.000;12.340.000;13.200.000;13.200.000;0;12840000
03-01-1995;14.090.000;14.710.000;13.390.000;14.250.000;14.250.000;0;14170000
04-01-1995;13.870.000;14.150.000;13.530.000;13.530.000;13.530.000;0;13700000
05-01-1995;13.700.000;14.190.000;13.370.000;13.500.000;13.500.000;0;13600000
06-01-1995;13.670.000;13.760.000;12.790.000;13.130.000;13.130.000;0;13400000
09-01-1995;13.530.000;14.080.000;13.210.000;13.330.000;13.330.000;0;13430000
10-01-1995;12.490.000;13.250.000;11.970.000;12.520.000;12.520.000;0;12505000
11-01-1995;12.030.000;13.130.000;11.950.000;12.150.000;12.150.000;0;12090000
12-01-1995;12.740.000;13.560.000;12.640.000;12.830.000;12.830.000;0;12785000
13-01-1995;11.460.000;11.860.000;11.020.000;11.100.000;11.100.000;0;11280000
16-01-1995;11.450.000;11.530.000;11.060.000;11.140.000;11.140.000;0;11295000
17-01-1995;12.450.000;12.480.000;11.610.000;11.790.000;11.790.000;0;12120000
18-01-1995;11.240.000;11.900.000;11.210.000;11.570.000;11.570.000;0;11405000
19-01-1995;12.080.000;12.340.000;11.520.000;11.860.000;11.860.000;0;11970000
20-01-1995;12.080.000;12.480.000;12.000.000;12.150.000;12.150.000;0;12115000
23-01-1995;13.890.000;13.890.000;12.780.000;12.790.000;12.790.000;0;13340000
24-01-1995;12.130.000;12.510.000;11.840.000;11.940.000;11.940.000;0;12035000
25-01-1995;11.940.000;12.260.000;11.170.000;11.460.000;11.460.000;0;11700000
26-01-1995;10.900.000;11.520.000;10.890.000;11.250.000;11.250.000;0;11075000
27-01-1995;10.770.000;11.410.000;10.760.000;11.250.000;11.250.000;0;11010000
30-01-1995;11.630.000;12.670.000;11.430.000;12.260.000;12.260.000;0;11945000
31-01-1995;12.120.000;12.250.000;11.770.000;11.960.000;11.960.000;0;12040000
01-02-1995;11.740.000;11.950.000;11.530.000;11.730.000;11.730.000;0;11735000
02-02-1995;11.590.000;11.630.000;11.090.000;11.130.000;11.130.000;0;11360000
03-02-1995;10.560.000;11.470.000;10.510.000;10.980.000;10.980.000;0;10770000
06-02-1995;11.240.000;11.670.000;10.940.000;11.220.000;11.220.000;0;11230000
07-02-1995;11.010.000;11.410.000;11.000.000;11.170.000;11.170.000;0;11090000
08-02-1995;11.290.000;11.490.000;11.030.000;11.420.000;11.420.000;0;11355000
09-02-1995;11.420.000;11.980.000;11.230.000;11.630.000;11.630.000;0;11525000
10-02-1995;11.500.000;11.710.000;11.160.000;11.280.000;11.280.000;0;11390000
13-02-1995;11.740.000;11.770.000;11.290.000;11.410.000;11.410.000;0;11575000
14-02-1995;11.350.000;11.780.000;11.320.000;11.430.000;11.430.000;0;11390000
15-02-1995;11.490.000;11.740.000;11.280.000;11.520.000;11.520.000;0;11505000
16-02-1995;11.620.000;11.990.000;11.550.000;11.610.000;11.610.000;0;11615000
17-02-1995;11.440.000;12.060.000;11.290.000;11.710.000;11.710.000;0;11575000
21-02-1995;12.050.000;12.520.000;12.050.000;12.050.000;12.050.000;0;12050000
22-02-1995;11.030.000;11.760.000;11.030.000;11.390.000;11.390.000;0;11210000
23-02-1995;10.800.000;11.350.000;10.770.000;11.150.000;11.150.000;0;10975000
24-02-1995;10.950.000;11.320.000;10.780.000;10.840.000;10.840.000;0;10895000
27-02-1995;10.930.000;13.010.000;10.890.000;12.510.000;12.510.000;0;11720000
28-02-1995;12.330.000;12.390.000;11.730.000;11.750.000;11.750.000;0;12040000
01-03-1995;11.490.000;11.930.000;11.360.000;11.650.000;11.650.000;0;11570000
02-03-1995;11.660.000;12.020.000;11.460.000;12.020.000;12.020.000;0;11840000
03-03-1995;11.480.000;11.910.000;11.400.000;11.450.000;11.450.000;0;11465000
06-03-1995;12.190.000;12.650.000;11.840.000;12.170.000;12.170.000;0;12180000
07-03-1995;12.390.000;14.770.000;12.330.000;14.220.000;14.220.000;0;13305000
08-03-1995;13.210.000;14.270.000;13.210.000;13.720.000;13.720.000;0;13465000
09-03-1995;13.090.000;13.980.000;12.890.000;13.360.000;13.360.000;0;13225000
10-03-1995;13.270.000;13.270.000;11.700.000;12.380.000;12.380.000;0;12825000
13-03-1995;12.110.000;12.460.000;11.990.000;12.150.000;12.150.000;0;12130000
14-03-1995;11.680.000;12.610.000;11.400.000;12.100.000;12.100.000;0;11890000
15-03-1995;12.270.000;12.680.000;12.190.000;12.420.000;12.420.000;0;12345000
16-03-1995;12.270.000;12.380.000;11.780.000;11.950.000;11.950.000;0;12110000
17-03-1995;12.050.000;12.130.000;11.600.000;11.800.000;11.800.000;0;11925000
20-03-1995;11.880.000;11.900.000;11.340.000;11.340.000;11.340.000;0;11610000
21-03-1995;11.350.000;11.830.000;10.790.000;11.530.000;11.530.000;0;11440000
22-03-1995;11.360.000;11.720.000;11.270.000;11.290.000;11.290.000;0;11325000
23-03-1995;11.390.000;11.750.000;11.250.000;11.430.000;11.430.000;0;11410000
24-03-1995;11.230.000;11.240.000;10.980.000;11.190.000;11.190.000;0;11210000
27-03-1995;11.970.000;12.110.000;11.780.000;11.830.000;11.830.000;0;11900000
28-03-1995;11.510.000;11.650.000;11.290.000;11.330.000;11.330.000;0;11420000
29-03-1995;11.680.000;12.930.000;11.620.000;12.510.000;12.510.000;0;12095000
30-03-1995;12.590.000;13.030.000;12.300.000;12.620.000;12.620.000;0;12605000
31-03-1995;13.600.000;13.790.000;12.950.000;13.370.000;13.370.000;0;13485000
03-04-1995;12.520.000;14.090.000;12.420.000;13.500.000;13.500.000;0;13010000
